date,province_name,net_profit_all,net_profit_foreign,net_profit_thai,no_tourist_all,no_tourist_foreign,no_tourist_occupied,no_tourist_thai,region_eng_central,region_eng_east,region_eng_east_northeast,region_eng_north,region_eng_south
2019-01-01,Trang ,2.400204240324765,2.342549718563215,2.199718259422963,0.8393518255491116,2.0266699039449954,1.7277860455886653,0.6683616117711885,0.0,0.0,0.0,0.0,1.0
2019-01-01,Uthai Thani ,-0.33929759316709956,-0.16017733775394355,-0.3127293663441897,-0.1598293518733659,-0.33721537189177825,-0.3232088037825867,-0.11915504872835873,0.0,0.0,0.0,1.0,0.0
2019-01-01,Uttaradit ,0.34371402204437573,0.2285239705417329,0.3746895367850327,0.40705198986139707,0.31675881849254384,0.6067699004237291,0.4350688603183025,0.0,0.0,0.0,1.0,0.0
2019-01-01,Yala ,0.2717436122208207,2.29822095984381,-1.2006153238663897,-0.5318345777004657,2.3319250823002324,0.21956658175955074,-1.749638818522322,0.0,0.0,0.0,0.0,1.0
2019-01-01,Yasothon ,-0.7287367326448859,0.5188776099440979,-0.7354531595058821,-0.42417854993594695,0.6640482919787565,-0.8723334071126311,-0.4092730994655288,0.0,0.0,1.0,0.0,0.0
2019-02-01,Amnat Charoen ,-1.3283455057700926,0.127090048737652,-1.3188676713815821,-1.3119780705565087,0.19461156014627715,-1.4382262795133658,-1.2984209626352046,0.0,0.0,1.0,0.0,0.0
2019-02-01,Ang Thong ,-0.37125263580941403,0.5416873827442231,-0.3689614670058101,0.06447724490567228,1.0583795605940554,-0.8638834986084062,0.05932836717784335,1.0,0.0,0.0,0.0,0.0
2019-02-01,Bueng Kan ,-0.45335199353884237,-0.5158455562522691,-0.4236497832784815,-0.5517344385106708,-0.5402777441058103,-0.3536746285221722,-0.5089007363998664,0.0,0.0,1.0,0.0,0.0
2019-02-01,Buriram ,0.5379637390121851,0.645924239496023,0.5622309856019746,0.6806244740625478,1.0039481504953565,1.165894830755583,0.6829960924626354,0.0,0.0,1.0,0.0,0.0
2019-02-01,Chachoengsao ,0.4408377150573184,0.604082669248514,0.4636575241164557,1.4155636758231898,1.0420676236948296,-0.13026232664517717,1.407031663985673,0.0,1.0,0.0,0.0,0.0
