date,day,month,year,province_thai,province_eng,region_thai,region_eng,variable,value
2022-12-01,1,12,2022,กรุงเทพมหานคร,Bangkok,ภาคกลาง,central,no_tourist_thai,2658833.0
2022-12-01,1,12,2022,กาญจนบุรี,Kanchanaburi ,ภาคกลาง,central,no_tourist_thai,1150796.0
2022-12-01,1,12,2022,เพชรบุรี,Phetchaburi ,ภาคกลาง,central,no_tourist_thai,868724.0
2022-12-01,1,12,2022,ประจวบคีรีขันธ์,Prachuap Khiri Khan ,ภาคกลาง,central,no_tourist_thai,1032589.0
2019-01-01,1,1,2019,ชลบุรี,Chonburi ,ภาคตะวันออก,east,no_tourist_thai,632916.0
2019-01-01,1,1,2019,ระยอง,Rayong ,ภาคตะวันออก,east,no_tourist_thai,581623.0
2020-01-01,1,1,2020,ชลบุรี,Chonburi ,ภาคตะวันออก,east,no_tourist_thai,615982.0
2020-01-01,1,1,2020,ระยอง,Rayong ,ภาคตะวันออก,east,no_tourist_thai,553520.0
2022-01-01,1,1,2022,ชลบุรี,Chonburi ,ภาคตะวันออก,east,no_tourist_thai,917069.0
2023-01-01,1,1,2023,ชลบุรี,Chonburi ,ภาคตะวันออก,east,no_tourist_thai,1452362.0
2019-02-01,1,2,2019,ชลบุรี,Chonburi ,ภาคตะวันออก,east,no_tourist_thai,686630.0
2019-02-01,1,2,2019,ระยอง,Rayong ,ภาคตะวันออก,east,no_tourist_thai,585709.0
2022-02-01,1,2,2022,ชลบุรี,Chonburi ,ภาคตะวันออก,east,no_tourist_thai,911339.0
2023-02-01,1,2,2023,ชลบุรี,Chonburi ,ภาคตะวันออก,east,no_tourist_thai,1053257.0
2019-03-01,1,3,2019,ชลบุรี,Chonburi ,ภาคตะวันออก,east,no_tourist_thai,715337.0
2019-03-01,1,3,2019,ระยอง,Rayong ,ภาคตะวันออก,east,no_tourist_thai,607490.0
2022-03-01,1,3,2022,ชลบุรี,Chonburi ,ภาคตะวันออก,east,no_tourist_thai,962989.0
2019-04-01,1,4,2019,ชลบุรี,Chonburi ,ภาคตะวันออก,east,no_tourist_thai,740825.0
2019-04-01,1,4,2019,ระยอง,Rayong ,ภาคตะวันออก,east,no_tourist_thai,729111.0
2022-04-01,1,4,2022,ชลบุรี,Chonburi ,ภาคตะวันออก,east,no_tourist_thai,1012390.0
2019-05-01,1,5,2019,ชลบุรี,Chonburi ,ภาคตะวันออก,east,no_tourist_thai,817301.0
2019-05-01,1,5,2019,ระยอง,Rayong ,ภาคตะวันออก,east,no_tourist_thai,699836.0
2022-05-01,1,5,2022,ชลบุรี,Chonburi ,ภาคตะวันออก,east,no_tourist_thai,967234.0
2019-06-01,1,6,2019,ชลบุรี,Chonburi ,ภาคตะวันออก,east,no_tourist_thai,784721.0
2019-06-01,1,6,2019,ระยอง,Rayong ,ภาคตะวันออก,east,no_tourist_thai,691326.0
2022-06-01,1,6,2022,ชลบุรี,Chonburi ,ภาคตะวันออก,east,no_tourist_thai,971266.0
2019-07-01,1,7,2019,ชลบุรี,Chonburi ,ภาคตะวันออก,east,no_tourist_thai,577241.0
2019-07-01,1,7,2019,ระยอง,Rayong ,ภาคตะวันออก,east,no_tourist_thai,540938.0
2022-07-01,1,7,2022,ชลบุรี,Chonburi ,ภาคตะวันออก,east,no_tourist_thai,1021745.0
2019-08-01,1,8,2019,ชลบุรี,Chonburi ,ภาคตะวันออก,east,no_tourist_thai,640705.0
2020-08-01,1,8,2020,ชลบุรี,Chonburi ,ภาคตะวันออก,east,no_tourist_thai,563924.0
2022-08-01,1,8,2022,ชลบุรี,Chonburi ,ภาคตะวันออก,east,no_tourist_thai,1034326.0
2019-09-01,1,9,2019,ชลบุรี,Chonburi ,ภาคตะวันออก,east,no_tourist_thai,597467.0
2020-09-01,1,9,2020,ชลบุรี,Chonburi ,ภาคตะวันออก,east,no_tourist_thai,565294.0
2022-09-01,1,9,2022,ชลบุรี,Chonburi ,ภาคตะวันออก,east,no_tourist_thai,938336.0
2019-10-01,1,10,2019,ชลบุรี,Chonburi ,ภาคตะวันออก,east,no_tourist_thai,710207.0
2019-10-01,1,10,2019,ระยอง,Rayong ,ภาคตะวันออก,east,no_tourist_thai,620219.0
2020-10-01,1,10,2020,ชลบุรี,Chonburi ,ภาคตะวันออก,east,no_tourist_thai,636378.0
2022-10-01,1,10,2022,ชลบุรี,Chonburi ,ภาคตะวันออก,east,no_tourist_thai,1087644.0
2019-11-01,1,11,2019,ชลบุรี,Chonburi ,ภาคตะวันออก,east,no_tourist_thai,883767.0
2019-11-01,1,11,2019,ระยอง,Rayong ,ภาคตะวันออก,east,no_tourist_thai,668646.0
2020-11-01,1,11,2020,ชลบุรี,Chonburi ,ภาคตะวันออก,east,no_tourist_thai,947283.0
2021-11-01,1,11,2021,ชลบุรี,Chonburi ,ภาคตะวันออก,east,no_tourist_thai,920898.0
2022-11-01,1,11,2022,ชลบุรี,Chonburi ,ภาคตะวันออก,east,no_tourist_thai,1348886.0
2019-12-01,1,12,2019,ชลบุรี,Chonburi ,ภาคตะวันออก,east,no_tourist_thai,849229.0
2019-12-01,1,12,2019,ระยอง,Rayong ,ภาคตะวันออก,east,no_tourist_thai,656839.0
2020-12-01,1,12,2020,ชลบุรี,Chonburi ,ภาคตะวันออก,east,no_tourist_thai,837365.0
2021-12-01,1,12,2021,ชลบุรี,Chonburi ,ภาคตะวันออก,east,no_tourist_thai,964356.0
2022-12-01,1,12,2022,ชลบุรี,Chonburi ,ภาคตะวันออก,east,no_tourist_thai,1654689.0
2019-01-01,1,1,2019,ขอนแก่น,Khon Kaen ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_thai,631397.0
2019-01-01,1,1,2019,นครราชสีมา,Nakhon Ratchasima ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_thai,992396.0
2020-01-01,1,1,2020,ขอนแก่น,Khon Kaen ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_thai,513809.0
2020-01-01,1,1,2020,นครราชสีมา,Nakhon Ratchasima ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_thai,965138.0
2021-01-01,1,1,2021,นครราชสีมา,Nakhon Ratchasima ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_thai,372592.0
2022-01-01,1,1,2022,นครราชสีมา,Nakhon Ratchasima ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_thai,470559.0
2023-01-01,1,1,2023,นครราชสีมา,Nakhon Ratchasima ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_thai,666341.0
2019-02-01,1,2,2019,ขอนแก่น,Khon Kaen ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_thai,466030.0
2019-02-01,1,2,2019,นครราชสีมา,Nakhon Ratchasima ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_thai,794945.0
2020-02-01,1,2,2020,ขอนแก่น,Khon Kaen ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_thai,406262.0
2020-02-01,1,2,2020,นครราชสีมา,Nakhon Ratchasima ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_thai,728203.0
2021-02-01,1,2,2021,นครราชสีมา,Nakhon Ratchasima ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_thai,468263.0
2022-02-01,1,2,2022,นครราชสีมา,Nakhon Ratchasima ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_thai,479824.0
2023-02-01,1,2,2023,นครราชสีมา,Nakhon Ratchasima ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_thai,602824.0
2023-02-01,1,2,2023,อุบลราชธานี,Ubon Ratchathani ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_thai,407653.0
2019-03-01,1,3,2019,ขอนแก่น,Khon Kaen ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_thai,584203.0
2019-03-01,1,3,2019,นครราชสีมา,Nakhon Ratchasima ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_thai,811254.0
2021-03-01,1,3,2021,นครราชสีมา,Nakhon Ratchasima ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_thai,483081.0
2022-03-01,1,3,2022,นครราชสีมา,Nakhon Ratchasima ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_thai,460932.0
2019-04-01,1,4,2019,ขอนแก่น,Khon Kaen ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_thai,469438.0
2019-04-01,1,4,2019,นครราชสีมา,Nakhon Ratchasima ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_thai,811619.0
2022-04-01,1,4,2022,นครราชสีมา,Nakhon Ratchasima ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_thai,510381.0
2019-05-01,1,5,2019,ขอนแก่น,Khon Kaen ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_thai,401186.0
2019-05-01,1,5,2019,นครราชสีมา,Nakhon Ratchasima ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_thai,804088.0
2022-05-01,1,5,2022,นครราชสีมา,Nakhon Ratchasima ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_thai,476124.0
2019-06-01,1,6,2019,ขอนแก่น,Khon Kaen ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_thai,404740.0
2019-06-01,1,6,2019,นครราชสีมา,Nakhon Ratchasima ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_thai,769072.0
2022-06-01,1,6,2022,นครราชสีมา,Nakhon Ratchasima ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_thai,473498.0
2019-07-01,1,7,2019,ขอนแก่น,Khon Kaen ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_thai,370041.0
2019-07-01,1,7,2019,นครราชสีมา,Nakhon Ratchasima ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_thai,750725.0
2020-07-01,1,7,2020,นครราชสีมา,Nakhon Ratchasima ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_thai,533779.0
2022-07-01,1,7,2022,นครราชสีมา,Nakhon Ratchasima ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_thai,503571.0
2019-08-01,1,8,2019,นครราชสีมา,Nakhon Ratchasima ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_thai,719528.0
2020-08-01,1,8,2020,นครราชสีมา,Nakhon Ratchasima ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_thai,565721.0
2022-08-01,1,8,2022,นครราชสีมา,Nakhon Ratchasima ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_thai,472597.0
2019-09-01,1,9,2019,นครราชสีมา,Nakhon Ratchasima ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_thai,790028.0
2020-09-01,1,9,2020,นครราชสีมา,Nakhon Ratchasima ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_thai,559625.0
2022-09-01,1,9,2022,นครราชสีมา,Nakhon Ratchasima ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_thai,450594.0
2019-10-01,1,10,2019,ขอนแก่น,Khon Kaen ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_thai,491543.0
2019-10-01,1,10,2019,นครราชสีมา,Nakhon Ratchasima ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_thai,912701.0
2019-10-01,1,10,2019,บุรีรัมย์,Buriram ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_thai,370545.0
2019-10-01,1,10,2019,อุดรธานี,Udon Thani ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_thai,385264.0
2020-10-01,1,10,2020,นครราชสีมา,Nakhon Ratchasima ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_thai,592567.0
2022-10-01,1,10,2022,นครราชสีมา,Nakhon Ratchasima ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_thai,493628.0
2022-10-01,1,10,2022,บุรีรัมย์,Buriram ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_thai,423010.0
2019-11-01,1,11,2019,ขอนแก่น,Khon Kaen ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_thai,514733.0
2019-11-01,1,11,2019,นครราชสีมา,Nakhon Ratchasima ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_thai,746232.0
2019-11-01,1,11,2019,อุดรธานี,Udon Thani ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_thai,356617.0
2020-11-01,1,11,2020,ขอนแก่น,Khon Kaen ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_thai,371694.0
2020-11-01,1,11,2020,นครราชสีมา,Nakhon Ratchasima ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_thai,617696.0
2021-11-01,1,11,2021,นครราชสีมา,Nakhon Ratchasima ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_thai,472075.0
2022-11-01,1,11,2022,ขอนแก่น,Khon Kaen ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_thai,350514.0
2022-11-01,1,11,2022,นครราชสีมา,Nakhon Ratchasima ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_thai,517166.0
2019-12-01,1,12,2019,ขอนแก่น,Khon Kaen ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_thai,512127.0
2019-12-01,1,12,2019,นครราชสีมา,Nakhon Ratchasima ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_thai,798020.0
2019-12-01,1,12,2019,อุดรธานี,Udon Thani ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_thai,392245.0
2019-12-01,1,12,2019,อุบลราชธานี,Ubon Ratchathani ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_thai,359560.0
2020-12-01,1,12,2020,ขอนแก่น,Khon Kaen ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_thai,340172.0
2020-12-01,1,12,2020,นครราชสีมา,Nakhon Ratchasima ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_thai,638571.0
2020-12-01,1,12,2020,อุดรธานี,Udon Thani ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_thai,357261.0
2021-12-01,1,12,2021,ขอนแก่น,Khon Kaen ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_thai,354735.0
2021-12-01,1,12,2021,นครราชสีมา,Nakhon Ratchasima ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_thai,566844.0
2022-12-01,1,12,2022,ขอนแก่น,Khon Kaen ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_thai,358466.0
2022-12-01,1,12,2022,นครราชสีมา,Nakhon Ratchasima ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_thai,747434.0
2019-01-01,1,1,2019,เชียงราย,Chiang Rai ,ภาคเหนือ,north,no_tourist_thai,386065.0
2019-01-01,1,1,2019,เชียงใหม่,Chiang Mai ,ภาคเหนือ,north,no_tourist_thai,841830.0
2019-01-01,1,1,2019,พิษณุโลก,Phitsanulok ,ภาคเหนือ,north,no_tourist_thai,364864.0
2020-01-01,1,1,2020,เชียงราย,Chiang Rai ,ภาคเหนือ,north,no_tourist_thai,373814.0
2020-01-01,1,1,2020,เชียงใหม่,Chiang Mai ,ภาคเหนือ,north,no_tourist_thai,737588.0
2020-01-01,1,1,2020,พิษณุโลก,Phitsanulok ,ภาคเหนือ,north,no_tourist_thai,353691.0
2021-01-01,1,1,2021,เชียงใหม่,Chiang Mai ,ภาคเหนือ,north,no_tourist_thai,298961.0
2022-01-01,1,1,2022,เชียงราย,Chiang Rai ,ภาคเหนือ,north,no_tourist_thai,396239.0
2022-01-01,1,1,2022,เชียงใหม่,Chiang Mai ,ภาคเหนือ,north,no_tourist_thai,745250.0
2023-01-01,1,1,2023,เชียงราย,Chiang Rai ,ภาคเหนือ,north,no_tourist_thai,572855.0
2023-01-01,1,1,2023,เชียงใหม่,Chiang Mai ,ภาคเหนือ,north,no_tourist_thai,765492.0
2023-01-01,1,1,2023,พิษณุโลก,Phitsanulok ,ภาคเหนือ,north,no_tourist_thai,276634.0
2019-02-01,1,2,2019,เชียงราย,Chiang Rai ,ภาคเหนือ,north,no_tourist_thai,315115.0
2019-02-01,1,2,2019,เชียงใหม่,Chiang Mai ,ภาคเหนือ,north,no_tourist_thai,710384.0
2019-02-01,1,2,2019,พิษณุโลก,Phitsanulok ,ภาคเหนือ,north,no_tourist_thai,316689.0
2020-02-01,1,2,2020,เชียงใหม่,Chiang Mai ,ภาคเหนือ,north,no_tourist_thai,530347.0
2020-02-01,1,2,2020,พิษณุโลก,Phitsanulok ,ภาคเหนือ,north,no_tourist_thai,276914.0
2021-02-01,1,2,2021,เชียงใหม่,Chiang Mai ,ภาคเหนือ,north,no_tourist_thai,369567.0
2022-02-01,1,2,2022,เชียงราย,Chiang Rai ,ภาคเหนือ,north,no_tourist_thai,417125.0
2022-02-01,1,2,2022,เชียงใหม่,Chiang Mai ,ภาคเหนือ,north,no_tourist_thai,755855.0
2023-02-01,1,2,2023,เชียงราย,Chiang Rai ,ภาคเหนือ,north,no_tourist_thai,486143.0
2023-02-01,1,2,2023,เชียงใหม่,Chiang Mai ,ภาคเหนือ,north,no_tourist_thai,578188.0
2019-03-01,1,3,2019,เชียงใหม่,Chiang Mai ,ภาคเหนือ,north,no_tourist_thai,539723.0
2019-03-01,1,3,2019,พิษณุโลก,Phitsanulok ,ภาคเหนือ,north,no_tourist_thai,301590.0
2020-03-01,1,3,2020,เชียงใหม่,Chiang Mai ,ภาคเหนือ,north,no_tourist_thai,351724.0
2021-03-01,1,3,2021,เชียงใหม่,Chiang Mai ,ภาคเหนือ,north,no_tourist_thai,382766.0
2022-03-01,1,3,2022,เชียงราย,Chiang Rai ,ภาคเหนือ,north,no_tourist_thai,365029.0
2022-03-01,1,3,2022,เชียงใหม่,Chiang Mai ,ภาคเหนือ,north,no_tourist_thai,630195.0
2019-04-01,1,4,2019,เชียงใหม่,Chiang Mai ,ภาคเหนือ,north,no_tourist_thai,502969.0
2019-04-01,1,4,2019,พิษณุโลก,Phitsanulok ,ภาคเหนือ,north,no_tourist_thai,276156.0
2021-04-01,1,4,2021,เชียงใหม่,Chiang Mai ,ภาคเหนือ,north,no_tourist_thai,392204.0
2022-04-01,1,4,2022,เชียงราย,Chiang Rai ,ภาคเหนือ,north,no_tourist_thai,366843.0
2022-04-01,1,4,2022,เชียงใหม่,Chiang Mai ,ภาคเหนือ,north,no_tourist_thai,677236.0
2019-05-01,1,5,2019,เชียงใหม่,Chiang Mai ,ภาคเหนือ,north,no_tourist_thai,512041.0
2022-05-01,1,5,2022,เชียงราย,Chiang Rai ,ภาคเหนือ,north,no_tourist_thai,341026.0
2022-05-01,1,5,2022,เชียงใหม่,Chiang Mai ,ภาคเหนือ,north,no_tourist_thai,577719.0
2019-06-01,1,6,2019,เชียงใหม่,Chiang Mai ,ภาคเหนือ,north,no_tourist_thai,498717.0
2022-06-01,1,6,2022,เชียงราย,Chiang Rai ,ภาคเหนือ,north,no_tourist_thai,343302.0
2022-06-01,1,6,2022,เชียงใหม่,Chiang Mai ,ภาคเหนือ,north,no_tourist_thai,555579.0
2019-07-01,1,7,2019,เชียงใหม่,Chiang Mai ,ภาคเหนือ,north,no_tourist_thai,432346.0
2020-07-01,1,7,2020,เชียงใหม่,Chiang Mai ,ภาคเหนือ,north,no_tourist_thai,401316.0
2022-07-01,1,7,2022,เชียงราย,Chiang Rai ,ภาคเหนือ,north,no_tourist_thai,365046.0
2022-07-01,1,7,2022,เชียงใหม่,Chiang Mai ,ภาคเหนือ,north,no_tourist_thai,574357.0
2019-08-01,1,8,2019,เชียงใหม่,Chiang Mai ,ภาคเหนือ,north,no_tourist_thai,401536.0
2020-08-01,1,8,2020,เชียงใหม่,Chiang Mai ,ภาคเหนือ,north,no_tourist_thai,373329.0
2022-08-01,1,8,2022,เชียงราย,Chiang Rai ,ภาคเหนือ,north,no_tourist_thai,353508.0
2022-08-01,1,8,2022,เชียงใหม่,Chiang Mai ,ภาคเหนือ,north,no_tourist_thai,560795.0
2019-09-01,1,9,2019,เชียงใหม่,Chiang Mai ,ภาคเหนือ,north,no_tourist_thai,348870.0
2020-09-01,1,9,2020,เชียงใหม่,Chiang Mai ,ภาคเหนือ,north,no_tourist_thai,326939.0
2022-09-01,1,9,2022,เชียงราย,Chiang Rai ,ภาคเหนือ,north,no_tourist_thai,373670.0
2022-09-01,1,9,2022,เชียงใหม่,Chiang Mai ,ภาคเหนือ,north,no_tourist_thai,538212.0
2019-10-01,1,10,2019,เชียงราย,Chiang Rai ,ภาคเหนือ,north,no_tourist_thai,263703.0
2019-10-01,1,10,2019,เชียงใหม่,Chiang Mai ,ภาคเหนือ,north,no_tourist_thai,829611.0
2020-10-01,1,10,2020,เชียงใหม่,Chiang Mai ,ภาคเหนือ,north,no_tourist_thai,681314.0
2022-10-01,1,10,2022,เชียงราย,Chiang Rai ,ภาคเหนือ,north,no_tourist_thai,398402.0
2022-10-01,1,10,2022,เชียงใหม่,Chiang Mai ,ภาคเหนือ,north,no_tourist_thai,559781.0
2019-11-01,1,11,2019,เชียงราย,Chiang Rai ,ภาคเหนือ,north,no_tourist_thai,316233.0
2019-11-01,1,11,2019,เชียงใหม่,Chiang Mai ,ภาคเหนือ,north,no_tourist_thai,906939.0
2019-11-01,1,11,2019,เพชรบูรณ์,Phetchabun ,ภาคเหนือ,north,no_tourist_thai,258945.0
2020-11-01,1,11,2020,เชียงราย,Chiang Rai ,ภาคเหนือ,north,no_tourist_thai,285656.0
2020-11-01,1,11,2020,เชียงใหม่,Chiang Mai ,ภาคเหนือ,north,no_tourist_thai,917933.0
2021-11-01,1,11,2021,เชียงราย,Chiang Rai ,ภาคเหนือ,north,no_tourist_thai,265473.0
2021-11-01,1,11,2021,เชียงใหม่,Chiang Mai ,ภาคเหนือ,north,no_tourist_thai,775914.0
2022-11-01,1,11,2022,เชียงราย,Chiang Rai ,ภาคเหนือ,north,no_tourist_thai,472511.0
2022-11-01,1,11,2022,เชียงใหม่,Chiang Mai ,ภาคเหนือ,north,no_tourist_thai,701549.0
2019-12-01,1,12,2019,เชียงราย,Chiang Rai ,ภาคเหนือ,north,no_tourist_thai,402394.0
2019-12-01,1,12,2019,เชียงใหม่,Chiang Mai ,ภาคเหนือ,north,no_tourist_thai,1166487.0
2019-12-01,1,12,2019,พิษณุโลก,Phitsanulok ,ภาคเหนือ,north,no_tourist_thai,271069.0
2019-12-01,1,12,2019,เพชรบูรณ์,Phetchabun ,ภาคเหนือ,north,no_tourist_thai,298092.0
2020-12-01,1,12,2020,เชียงราย,Chiang Rai ,ภาคเหนือ,north,no_tourist_thai,266424.0
2020-12-01,1,12,2020,เชียงใหม่,Chiang Mai ,ภาคเหนือ,north,no_tourist_thai,956581.0
2021-12-01,1,12,2021,เชียงราย,Chiang Rai ,ภาคเหนือ,north,no_tourist_thai,360119.0
2021-12-01,1,12,2021,เชียงใหม่,Chiang Mai ,ภาคเหนือ,north,no_tourist_thai,810928.0
2022-12-01,1,12,2022,เชียงราย,Chiang Rai ,ภาคเหนือ,north,no_tourist_thai,580058.0
2022-12-01,1,12,2022,เชียงใหม่,Chiang Mai ,ภาคเหนือ,north,no_tourist_thai,800366.0
2022-12-01,1,12,2022,พิษณุโลก,Phitsanulok ,ภาคเหนือ,north,no_tourist_thai,270270.0
2019-01-01,1,1,2019,ภูเก็ต,Phuket ,ภาคใต้,south,no_tourist_thai,357769.0
2019-01-01,1,1,2019,นครศรีธรรมราช,Nakhon Si Thammarat ,ภาคใต้,south,no_tourist_thai,373158.0
2019-01-01,1,1,2019,สงขลา,Songkhla ,ภาคใต้,south,no_tourist_thai,532223.0
2020-01-01,1,1,2020,ภูเก็ต,Phuket ,ภาคใต้,south,no_tourist_thai,316150.0
2020-01-01,1,1,2020,นครศรีธรรมราช,Nakhon Si Thammarat ,ภาคใต้,south,no_tourist_thai,343329.0
2020-01-01,1,1,2020,สงขลา,Songkhla ,ภาคใต้,south,no_tourist_thai,543218.0
2023-01-01,1,1,2023,สุราษฎร์ธานี,Surat Thani ,ภาคใต้,south,no_tourist_thai,331730.0
2019-02-01,1,2,2019,ภูเก็ต,Phuket ,ภาคใต้,south,no_tourist_thai,501114.0
2019-02-01,1,2,2019,นครศรีธรรมราช,Nakhon Si Thammarat ,ภาคใต้,south,no_tourist_thai,305351.0
2019-02-01,1,2,2019,กระบี่,Krabi ,ภาคใต้,south,no_tourist_thai,324352.0
2019-02-01,1,2,2019,สงขลา,Songkhla ,ภาคใต้,south,no_tourist_thai,442475.0
2023-02-01,1,2,2023,สุราษฎร์ธานี,Surat Thani ,ภาคใต้,south,no_tourist_thai,345093.0
2019-03-01,1,3,2019,ภูเก็ต,Phuket ,ภาคใต้,south,no_tourist_thai,477869.0
2019-03-01,1,3,2019,นครศรีธรรมราช,Nakhon Si Thammarat ,ภาคใต้,south,no_tourist_thai,334851.0
2019-03-01,1,3,2019,สงขลา,Songkhla ,ภาคใต้,south,no_tourist_thai,425270.0
2019-04-01,1,4,2019,ภูเก็ต,Phuket ,ภาคใต้,south,no_tourist_thai,341826.0
2019-04-01,1,4,2019,นครศรีธรรมราช,Nakhon Si Thammarat ,ภาคใต้,south,no_tourist_thai,384477.0
2019-04-01,1,4,2019,สงขลา,Songkhla ,ภาคใต้,south,no_tourist_thai,409092.0
2019-05-01,1,5,2019,นครศรีธรรมราช,Nakhon Si Thammarat ,ภาคใต้,south,no_tourist_thai,386056.0
2019-05-01,1,5,2019,สงขลา,Songkhla ,ภาคใต้,south,no_tourist_thai,334338.0
2019-06-01,1,6,2019,นครศรีธรรมราช,Nakhon Si Thammarat ,ภาคใต้,south,no_tourist_thai,320509.0
2019-07-01,1,7,2019,สงขลา,Songkhla ,ภาคใต้,south,no_tourist_thai,391253.0
2020-07-01,1,7,2020,สงขลา,Songkhla ,ภาคใต้,south,no_tourist_thai,344180.0
2019-08-01,1,8,2019,นครศรีธรรมราช,Nakhon Si Thammarat ,ภาคใต้,south,no_tourist_thai,300855.0
2019-08-01,1,8,2019,สงขลา,Songkhla ,ภาคใต้,south,no_tourist_thai,338345.0
2019-09-01,1,9,2019,สงขลา,Songkhla ,ภาคใต้,south,no_tourist_thai,325538.0
2020-09-01,1,9,2020,นครศรีธรรมราช,Nakhon Si Thammarat ,ภาคใต้,south,no_tourist_thai,299277.0
2020-09-01,1,9,2020,สงขลา,Songkhla ,ภาคใต้,south,no_tourist_thai,300162.0
2019-10-01,1,10,2019,ภูเก็ต,Phuket ,ภาคใต้,south,no_tourist_thai,316689.0
2019-10-01,1,10,2019,สงขลา,Songkhla ,ภาคใต้,south,no_tourist_thai,350855.0
2019-11-01,1,11,2019,ภูเก็ต,Phuket ,ภาคใต้,south,no_tourist_thai,302965.0
2019-11-01,1,11,2019,สงขลา,Songkhla ,ภาคใต้,south,no_tourist_thai,317401.0
2019-12-01,1,12,2019,ภูเก็ต,Phuket ,ภาคใต้,south,no_tourist_thai,511851.0
2019-12-01,1,12,2019,สงขลา,Songkhla ,ภาคใต้,south,no_tourist_thai,318983.0
2022-12-01,1,12,2022,สุราษฎร์ธานี,Surat Thani ,ภาคใต้,south,no_tourist_thai,305037.0
2019-01-01,1,1,2019,กรุงเทพมหานคร,Bangkok,ภาคกลาง,central,net_profit_thai,29742.58
