date,day,month,year,province_thai,province_eng,region_thai,region_eng,variable,value
2019-01-01,1,1,2019,กรุงเทพมหานคร,Bangkok,ภาคกลาง,central,no_tourist_all,5959075.0
2020-01-01,1,1,2020,กรุงเทพมหานคร,Bangkok,ภาคกลาง,central,no_tourist_all,6046765.0
2021-01-01,1,1,2021,กรุงเทพมหานคร,Bangkok,ภาคกลาง,central,no_tourist_all,1681847.0
2022-01-01,1,1,2022,กรุงเทพมหานคร,Bangkok,ภาคกลาง,central,no_tourist_all,2437497.0
2022-01-01,1,1,2022,กาญจนบุรี,Kanchanaburi ,ภาคกลาง,central,no_tourist_all,942486.0
2023-01-01,1,1,2023,กรุงเทพมหานคร,Bangkok,ภาคกลาง,central,no_tourist_all,4872078.0
2023-01-01,1,1,2023,กาญจนบุรี,Kanchanaburi ,ภาคกลาง,central,no_tourist_all,1312830.0
2023-01-01,1,1,2023,ประจวบคีรีขันธ์,Prachuap Khiri Khan ,ภาคกลาง,central,no_tourist_all,1124160.0
2023-01-01,1,1,2023,เพชรบุรี,Phetchaburi ,ภาคกลาง,central,no_tourist_all,962457.0
2023-01-01,1,1,2023,พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya ,ภาคกลาง,central,no_tourist_all,887134.0
2019-02-01,1,2,2019,กรุงเทพมหานคร,Bangkok,ภาคกลาง,central,no_tourist_all,5211404.0
2020-02-01,1,2,2020,กรุงเทพมหานคร,Bangkok,ภาคกลาง,central,no_tourist_all,3525522.0
2021-02-01,1,2,2021,กรุงเทพมหานคร,Bangkok,ภาคกลาง,central,no_tourist_all,1984032.0
2022-02-01,1,2,2022,กรุงเทพมหานคร,Bangkok,ภาคกลาง,central,no_tourist_all,2501208.0
2022-02-01,1,2,2022,กาญจนบุรี,Kanchanaburi ,ภาคกลาง,central,no_tourist_all,915118.0
2023-02-01,1,2,2023,กรุงเทพมหานคร,Bangkok,ภาคกลาง,central,no_tourist_all,4697654.0
2023-02-01,1,2,2023,กาญจนบุรี,Kanchanaburi ,ภาคกลาง,central,no_tourist_all,1229084.0
2023-02-01,1,2,2023,ประจวบคีรีขันธ์,Prachuap Khiri Khan ,ภาคกลาง,central,no_tourist_all,953266.0
2019-03-01,1,3,2019,กรุงเทพมหานคร,Bangkok,ภาคกลาง,central,no_tourist_all,5185040.0
2020-03-01,1,3,2020,กรุงเทพมหานคร,Bangkok,ภาคกลาง,central,no_tourist_all,1184699.0
2021-03-01,1,3,2021,กรุงเทพมหานคร,Bangkok,ภาคกลาง,central,no_tourist_all,1985954.0
2022-03-01,1,3,2022,กรุงเทพมหานคร,Bangkok,ภาคกลาง,central,no_tourist_all,2624483.0
2022-03-01,1,3,2022,กาญจนบุรี,Kanchanaburi ,ภาคกลาง,central,no_tourist_all,923173.0
2019-04-01,1,4,2019,กรุงเทพมหานคร,Bangkok,ภาคกลาง,central,no_tourist_all,5668049.0
2021-04-01,1,4,2021,กรุงเทพมหานคร,Bangkok,ภาคกลาง,central,no_tourist_all,1115611.0
2022-04-01,1,4,2022,กรุงเทพมหานคร,Bangkok,ภาคกลาง,central,no_tourist_all,2802633.0
2022-04-01,1,4,2022,กาญจนบุรี,Kanchanaburi ,ภาคกลาง,central,no_tourist_all,978729.0
2019-05-01,1,5,2019,กรุงเทพมหานคร,Bangkok,ภาคกลาง,central,no_tourist_all,5378757.0
2022-05-01,1,5,2022,กรุงเทพมหานคร,Bangkok,ภาคกลาง,central,no_tourist_all,2738889.0
2022-05-01,1,5,2022,กาญจนบุรี,Kanchanaburi ,ภาคกลาง,central,no_tourist_all,928757.0
2019-06-01,1,6,2019,กรุงเทพมหานคร,Bangkok,ภาคกลาง,central,no_tourist_all,4821534.0
2020-06-01,1,6,2020,กรุงเทพมหานคร,Bangkok,ภาคกลาง,central,no_tourist_all,878018.0
2022-06-01,1,6,2022,กรุงเทพมหานคร,Bangkok,ภาคกลาง,central,no_tourist_all,2956883.0
2022-06-01,1,6,2022,กาญจนบุรี,Kanchanaburi ,ภาคกลาง,central,no_tourist_all,886654.0
2019-07-01,1,7,2019,กรุงเทพมหานคร,Bangkok,ภาคกลาง,central,no_tourist_all,6131044.0
2020-07-01,1,7,2020,กรุงเทพมหานคร,Bangkok,ภาคกลาง,central,no_tourist_all,1028230.0
2022-07-01,1,7,2022,กรุงเทพมหานคร,Bangkok,ภาคกลาง,central,no_tourist_all,3322469.0
2022-07-01,1,7,2022,กาญจนบุรี,Kanchanaburi ,ภาคกลาง,central,no_tourist_all,944805.0
2019-08-01,1,8,2019,กรุงเทพมหานคร,Bangkok,ภาคกลาง,central,no_tourist_all,5941743.0
2020-08-01,1,8,2020,กรุงเทพมหานคร,Bangkok,ภาคกลาง,central,no_tourist_all,1799201.0
2022-08-01,1,8,2022,กรุงเทพมหานคร,Bangkok,ภาคกลาง,central,no_tourist_all,3516020.0
2022-08-01,1,8,2022,กาญจนบุรี,Kanchanaburi ,ภาคกลาง,central,no_tourist_all,900997.0
2019-09-01,1,9,2019,กรุงเทพมหานคร,Bangkok,ภาคกลาง,central,no_tourist_all,5966121.0
2020-09-01,1,9,2020,กรุงเทพมหานคร,Bangkok,ภาคกลาง,central,no_tourist_all,1782451.0
2022-09-01,1,9,2022,กรุงเทพมหานคร,Bangkok,ภาคกลาง,central,no_tourist_all,3501068.0
2022-09-01,1,9,2022,กาญจนบุรี,Kanchanaburi ,ภาคกลาง,central,no_tourist_all,933871.0
2019-10-01,1,10,2019,กรุงเทพมหานคร,Bangkok,ภาคกลาง,central,no_tourist_all,5406264.0
2019-10-01,1,10,2019,เพชรบุรี,Phetchaburi ,ภาคกลาง,central,no_tourist_all,883043.0
2020-10-01,1,10,2020,กรุงเทพมหานคร,Bangkok,ภาคกลาง,central,no_tourist_all,1939659.0
2022-10-01,1,10,2022,กรุงเทพมหานคร,Bangkok,ภาคกลาง,central,no_tourist_all,3679161.0
2022-10-01,1,10,2022,กาญจนบุรี,Kanchanaburi ,ภาคกลาง,central,no_tourist_all,985671.0
2022-10-01,1,10,2022,ประจวบคีรีขันธ์,Prachuap Khiri Khan ,ภาคกลาง,central,no_tourist_all,909030.0
2019-11-01,1,11,2019,กรุงเทพมหานคร,Bangkok,ภาคกลาง,central,no_tourist_all,5620260.0
2019-11-01,1,11,2019,กาญจนบุรี,Kanchanaburi ,ภาคกลาง,central,no_tourist_all,967924.0
2020-11-01,1,11,2020,กรุงเทพมหานคร,Bangkok,ภาคกลาง,central,no_tourist_all,2364196.0
2021-11-01,1,11,2021,กรุงเทพมหานคร,Bangkok,ภาคกลาง,central,no_tourist_all,1294781.0
2022-11-01,1,11,2022,กรุงเทพมหานคร,Bangkok,ภาคกลาง,central,no_tourist_all,3963110.0
2022-11-01,1,11,2022,กาญจนบุรี,Kanchanaburi ,ภาคกลาง,central,no_tourist_all,1030323.0
2022-11-01,1,11,2022,ประจวบคีรีขันธ์,Prachuap Khiri Khan ,ภาคกลาง,central,no_tourist_all,978818.0
2019-12-01,1,12,2019,กรุงเทพมหานคร,Bangkok,ภาคกลาง,central,no_tourist_all,5677271.0
2019-12-01,1,12,2019,กาญจนบุรี,Kanchanaburi ,ภาคกลาง,central,no_tourist_all,975245.0
2019-12-01,1,12,2019,เพชรบุรี,Phetchaburi ,ภาคกลาง,central,no_tourist_all,1049177.0
2020-12-01,1,12,2020,กรุงเทพมหานคร,Bangkok,ภาคกลาง,central,no_tourist_all,2300191.0
2021-12-01,1,12,2021,กรุงเทพมหานคร,Bangkok,ภาคกลาง,central,no_tourist_all,2543615.0
2021-12-01,1,12,2021,กาญจนบุรี,Kanchanaburi ,ภาคกลาง,central,no_tourist_all,908851.0
2022-12-01,1,12,2022,กรุงเทพมหานคร,Bangkok,ภาคกลาง,central,no_tourist_all,4583029.0
2022-12-01,1,12,2022,กาญจนบุรี,Kanchanaburi ,ภาคกลาง,central,no_tourist_all,1163685.0
2022-12-01,1,12,2022,เพชรบุรี,Phetchaburi ,ภาคกลาง,central,no_tourist_all,877418.0
2022-12-01,1,12,2022,ประจวบคีรีขันธ์,Prachuap Khiri Khan ,ภาคกลาง,central,no_tourist_all,1068543.0
2019-01-01,1,1,2019,ชลบุรี,Chonburi ,ภาคตะวันออก,east,no_tourist_all,1570327.0
2019-01-01,1,1,2019,ระยอง,Rayong ,ภาคตะวันออก,east,no_tourist_all,650811.0
2020-01-01,1,1,2020,ชลบุรี,Chonburi ,ภาคตะวันออก,east,no_tourist_all,1585782.0
2020-01-01,1,1,2020,ระยอง,Rayong ,ภาคตะวันออก,east,no_tourist_all,617597.0
2022-01-01,1,1,2022,ชลบุรี,Chonburi ,ภาคตะวันออก,east,no_tourist_all,980622.0
2023-01-01,1,1,2023,ชลบุรี,Chonburi ,ภาคตะวันออก,east,no_tourist_all,2089034.0
2019-02-01,1,2,2019,ชลบุรี,Chonburi ,ภาคตะวันออก,east,no_tourist_all,1511239.0
2019-02-01,1,2,2019,ระยอง,Rayong ,ภาคตะวันออก,east,no_tourist_all,651157.0
2020-02-01,1,2,2020,ชลบุรี,Chonburi ,ภาคตะวันออก,east,no_tourist_all,636605.0
2022-02-01,1,2,2022,ชลบุรี,Chonburi ,ภาคตะวันออก,east,no_tourist_all,961479.0
2023-02-01,1,2,2023,ชลบุรี,Chonburi ,ภาคตะวันออก,east,no_tourist_all,1765942.0
2019-03-01,1,3,2019,ชลบุรี,Chonburi ,ภาคตะวันออก,east,no_tourist_all,1560331.0
2019-03-01,1,3,2019,ระยอง,Rayong ,ภาคตะวันออก,east,no_tourist_all,670764.0
2022-03-01,1,3,2022,ชลบุรี,Chonburi ,ภาคตะวันออก,east,no_tourist_all,998371.0
2019-04-01,1,4,2019,ชลบุรี,Chonburi ,ภาคตะวันออก,east,no_tourist_all,1695445.0
2019-04-01,1,4,2019,ระยอง,Rayong ,ภาคตะวันออก,east,no_tourist_all,764295.0
2022-04-01,1,4,2022,ชลบุรี,Chonburi ,ภาคตะวันออก,east,no_tourist_all,1049243.0
2019-05-01,1,5,2019,ชลบุรี,Chonburi ,ภาคตะวันออก,east,no_tourist_all,1690412.0
2019-05-01,1,5,2019,ระยอง,Rayong ,ภาคตะวันออก,east,no_tourist_all,735125.0
2022-05-01,1,5,2022,ชลบุรี,Chonburi ,ภาคตะวันออก,east,no_tourist_all,1024264.0
2019-06-01,1,6,2019,ชลบุรี,Chonburi ,ภาคตะวันออก,east,no_tourist_all,1541183.0
2019-06-01,1,6,2019,ระยอง,Rayong ,ภาคตะวันออก,east,no_tourist_all,724951.0
2022-06-01,1,6,2022,ชลบุรี,Chonburi ,ภาคตะวันออก,east,no_tourist_all,1061297.0
2019-07-01,1,7,2019,ชลบุรี,Chonburi ,ภาคตะวันออก,east,no_tourist_all,1305356.0
2019-07-01,1,7,2019,ระยอง,Rayong ,ภาคตะวันออก,east,no_tourist_all,586240.0
2022-07-01,1,7,2022,ชลบุรี,Chonburi ,ภาคตะวันออก,east,no_tourist_all,1142238.0
2019-08-01,1,8,2019,ชลบุรี,Chonburi ,ภาคตะวันออก,east,no_tourist_all,1369703.0
2020-08-01,1,8,2020,ชลบุรี,Chonburi ,ภาคตะวันออก,east,no_tourist_all,574334.0
2022-08-01,1,8,2022,ชลบุรี,Chonburi ,ภาคตะวันออก,east,no_tourist_all,1187655.0
2019-09-01,1,9,2019,ชลบุรี,Chonburi ,ภาคตะวันออก,east,no_tourist_all,1252436.0
2020-09-01,1,9,2020,ชลบุรี,Chonburi ,ภาคตะวันออก,east,no_tourist_all,576005.0
2022-09-01,1,9,2022,ชลบุรี,Chonburi ,ภาคตะวันออก,east,no_tourist_all,1083365.0
2019-10-01,1,10,2019,ชลบุรี,Chonburi ,ภาคตะวันออก,east,no_tourist_all,1608024.0
2019-10-01,1,10,2019,ระยอง,Rayong ,ภาคตะวันออก,east,no_tourist_all,662422.0
2020-10-01,1,10,2020,ชลบุรี,Chonburi ,ภาคตะวันออก,east,no_tourist_all,646957.0
2022-10-01,1,10,2022,ชลบุรี,Chonburi ,ภาคตะวันออก,east,no_tourist_all,1310830.0
2019-11-01,1,11,2019,ชลบุรี,Chonburi ,ภาคตะวันออก,east,no_tourist_all,1782680.0
2019-11-01,1,11,2019,ระยอง,Rayong ,ภาคตะวันออก,east,no_tourist_all,714492.0
2020-11-01,1,11,2020,ชลบุรี,Chonburi ,ภาคตะวันออก,east,no_tourist_all,964084.0
2021-11-01,1,11,2021,ชลบุรี,Chonburi ,ภาคตะวันออก,east,no_tourist_all,929255.0
2022-11-01,1,11,2022,ชลบุรี,Chonburi ,ภาคตะวันออก,east,no_tourist_all,1726398.0
2019-12-01,1,12,2019,ชลบุรี,Chonburi ,ภาคตะวันออก,east,no_tourist_all,1715784.0
2019-12-01,1,12,2019,ระยอง,Rayong ,ภาคตะวันออก,east,no_tourist_all,707029.0
2020-12-01,1,12,2020,ชลบุรี,Chonburi ,ภาคตะวันออก,east,no_tourist_all,844621.0
2021-12-01,1,12,2021,ชลบุรี,Chonburi ,ภาคตะวันออก,east,no_tourist_all,975534.0
2022-12-01,1,12,2022,ชลบุรี,Chonburi ,ภาคตะวันออก,east,no_tourist_all,2159207.0
2019-01-01,1,1,2019,ขอนแก่น,Khon Kaen ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_all,639369.0
2019-01-01,1,1,2019,นครราชสีมา,Nakhon Ratchasima ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_all,1012772.0
2020-01-01,1,1,2020,ขอนแก่น,Khon Kaen ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_all,521419.0
2020-01-01,1,1,2020,นครราชสีมา,Nakhon Ratchasima ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_all,985403.0
2021-01-01,1,1,2021,นครราชสีมา,Nakhon Ratchasima ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_all,373146.0
2022-01-01,1,1,2022,นครราชสีมา,Nakhon Ratchasima ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_all,473933.0
2023-01-01,1,1,2023,อุดรธานี,Udon Thani ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_all,381671.0
2023-01-01,1,1,2023,นครราชสีมา,Nakhon Ratchasima ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_all,677058.0
2019-02-01,1,2,2019,ขอนแก่น,Khon Kaen ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_all,472270.0
2019-02-01,1,2,2019,นครราชสีมา,Nakhon Ratchasima ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_all,815885.0
2020-02-01,1,2,2020,ขอนแก่น,Khon Kaen ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_all,412000.0
2020-02-01,1,2,2020,นครราชสีมา,Nakhon Ratchasima ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_all,747501.0
2021-02-01,1,2,2021,นครราชสีมา,Nakhon Ratchasima ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_all,469188.0
2022-02-01,1,2,2022,นครราชสีมา,Nakhon Ratchasima ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_all,481675.0
2023-02-01,1,2,2023,นครราชสีมา,Nakhon Ratchasima ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_all,612608.0
2023-02-01,1,2,2023,อุบลราชธานี,Ubon Ratchathani ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_all,408846.0
2019-03-01,1,3,2019,ขอนแก่น,Khon Kaen ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_all,591186.0
2019-03-01,1,3,2019,นครราชสีมา,Nakhon Ratchasima ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_all,833010.0
2021-03-01,1,3,2021,นครราชสีมา,Nakhon Ratchasima ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_all,484722.0
2022-03-01,1,3,2022,นครราชสีมา,Nakhon Ratchasima ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_all,463252.0
2019-04-01,1,4,2019,ขอนแก่น,Khon Kaen ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_all,477427.0
2019-04-01,1,4,2019,นครราชสีมา,Nakhon Ratchasima ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_all,827070.0
2022-04-01,1,4,2022,นครราชสีมา,Nakhon Ratchasima ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_all,514005.0
2019-05-01,1,5,2019,ขอนแก่น,Khon Kaen ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_all,407099.0
2019-05-01,1,5,2019,นครราชสีมา,Nakhon Ratchasima ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_all,819281.0
2022-05-01,1,5,2022,นครราชสีมา,Nakhon Ratchasima ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_all,479676.0
2019-06-01,1,6,2019,ขอนแก่น,Khon Kaen ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_all,411152.0
2019-06-01,1,6,2019,นครราชสีมา,Nakhon Ratchasima ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_all,781814.0
2022-06-01,1,6,2022,นครราชสีมา,Nakhon Ratchasima ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_all,478454.0
2019-07-01,1,7,2019,ขอนแก่น,Khon Kaen ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_all,380020.0
2019-07-01,1,7,2019,นครราชสีมา,Nakhon Ratchasima ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_all,765523.0
2020-07-01,1,7,2020,นครราชสีมา,Nakhon Ratchasima ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_all,533779.0
2022-07-01,1,7,2022,นครราชสีมา,Nakhon Ratchasima ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_all,514615.0
2019-08-01,1,8,2019,นครราชสีมา,Nakhon Ratchasima ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_all,731297.0
2020-08-01,1,8,2020,นครราชสีมา,Nakhon Ratchasima ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_all,567554.0
2022-08-01,1,8,2022,นครราชสีมา,Nakhon Ratchasima ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_all,481938.0
2019-09-01,1,9,2019,นครราชสีมา,Nakhon Ratchasima ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_all,803169.0
2020-09-01,1,9,2020,นครราชสีมา,Nakhon Ratchasima ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_all,561001.0
2022-09-01,1,9,2022,นครราชสีมา,Nakhon Ratchasima ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_all,459623.0
2019-10-01,1,10,2019,ขอนแก่น,Khon Kaen ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_all,495441.0
2019-10-01,1,10,2019,นครราชสีมา,Nakhon Ratchasima ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_all,929863.0
2019-10-01,1,10,2019,บุรีรัมย์,Buriram ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_all,407861.0
2019-10-01,1,10,2019,อุดรธานี,Udon Thani ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_all,399892.0
2020-10-01,1,10,2020,นครราชสีมา,Nakhon Ratchasima ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_all,594196.0
2022-10-01,1,10,2022,นครราชสีมา,Nakhon Ratchasima ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_all,503057.0
2022-10-01,1,10,2022,บุรีรัมย์,Buriram ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_all,426795.0
2019-11-01,1,11,2019,ขอนแก่น,Khon Kaen ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_all,518349.0
2019-11-01,1,11,2019,นครราชสีมา,Nakhon Ratchasima ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_all,763235.0
2019-11-01,1,11,2019,อุดรธานี,Udon Thani ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_all,369747.0
2020-11-01,1,11,2020,ขอนแก่น,Khon Kaen ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_all,371955.0
2020-11-01,1,11,2020,นครราชสีมา,Nakhon Ratchasima ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_all,618902.0
2021-11-01,1,11,2021,นครราชสีมา,Nakhon Ratchasima ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_all,473887.0
2022-11-01,1,11,2022,ขอนแก่น,Khon Kaen ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_all,358515.0
2022-11-01,1,11,2022,นครราชสีมา,Nakhon Ratchasima ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_all,528436.0
2019-12-01,1,12,2019,ขอนแก่น,Khon Kaen ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_all,516909.0
2019-12-01,1,12,2019,นครราชสีมา,Nakhon Ratchasima ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_all,815509.0
2019-12-01,1,12,2019,อุดรธานี,Udon Thani ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_all,410047.0
2019-12-01,1,12,2019,อุบลราชธานี,Ubon Ratchathani ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_all,370190.0
2020-12-01,1,12,2020,นครราชสีมา,Nakhon Ratchasima ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_all,639896.0
2021-12-01,1,12,2021,นครราชสีมา,Nakhon Ratchasima ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_all,571339.0
2022-12-01,1,12,2022,ขอนแก่น,Khon Kaen ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_all,366546.0
2022-12-01,1,12,2022,นครราชสีมา,Nakhon Ratchasima ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_all,759205.0
2019-01-01,1,1,2019,เชียงราย,Chiang Rai ,ภาคเหนือ,north,no_tourist_all,453291.0
2019-01-01,1,1,2019,เชียงใหม่,Chiang Mai ,ภาคเหนือ,north,no_tourist_all,1173786.0
2019-01-01,1,1,2019,พิษณุโลก,Phitsanulok ,ภาคเหนือ,north,no_tourist_all,387608.0
2020-01-01,1,1,2020,เชียงราย,Chiang Rai ,ภาคเหนือ,north,no_tourist_all,436005.0
2020-01-01,1,1,2020,เชียงใหม่,Chiang Mai ,ภาคเหนือ,north,no_tourist_all,1047546.0
2020-01-01,1,1,2020,พิษณุโลก,Phitsanulok ,ภาคเหนือ,north,no_tourist_all,376176.0
2021-01-01,1,1,2021,เชียงใหม่,Chiang Mai ,ภาคเหนือ,north,no_tourist_all,301589.0
2022-01-01,1,1,2022,เชียงราย,Chiang Rai ,ภาคเหนือ,north,no_tourist_all,399487.0
2022-01-01,1,1,2022,เชียงใหม่,Chiang Mai ,ภาคเหนือ,north,no_tourist_all,757609.0
2023-01-01,1,1,2023,เชียงราย,Chiang Rai ,ภาคเหนือ,north,no_tourist_all,650168.0
2023-01-01,1,1,2023,เชียงใหม่,Chiang Mai ,ภาคเหนือ,north,no_tourist_all,1127150.0
2023-01-01,1,1,2023,พิษณุโลก,Phitsanulok ,ภาคเหนือ,north,no_tourist_all,286106.0
2019-02-01,1,2,2019,เชียงราย,Chiang Rai ,ภาคเหนือ,north,no_tourist_all,378751.0
2019-02-01,1,2,2019,เชียงใหม่,Chiang Mai ,ภาคเหนือ,north,no_tourist_all,1013231.0
2019-02-01,1,2,2019,พิษณุโลก,Phitsanulok ,ภาคเหนือ,north,no_tourist_all,338067.0
2020-02-01,1,2,2020,เชียงใหม่,Chiang Mai ,ภาคเหนือ,north,no_tourist_all,696035.0
2020-02-01,1,2,2020,พิษณุโลก,Phitsanulok ,ภาคเหนือ,north,no_tourist_all,295413.0
2021-02-01,1,2,2021,เชียงใหม่,Chiang Mai ,ภาคเหนือ,north,no_tourist_all,372311.0
2022-02-01,1,2,2022,เชียงราย,Chiang Rai ,ภาคเหนือ,north,no_tourist_all,420865.0
2022-02-01,1,2,2022,เชียงใหม่,Chiang Mai ,ภาคเหนือ,north,no_tourist_all,773191.0
2023-02-01,1,2,2023,เชียงราย,Chiang Rai ,ภาคเหนือ,north,no_tourist_all,560745.0
2023-02-01,1,2,2023,เชียงใหม่,Chiang Mai ,ภาคเหนือ,north,no_tourist_all,954699.0
2019-03-01,1,3,2019,เชียงราย,Chiang Rai ,ภาคเหนือ,north,no_tourist_all,291144.0
2019-03-01,1,3,2019,เชียงใหม่,Chiang Mai ,ภาคเหนือ,north,no_tourist_all,847850.0
2019-03-01,1,3,2019,พิษณุโลก,Phitsanulok ,ภาคเหนือ,north,no_tourist_all,321948.0
2020-03-01,1,3,2020,เชียงใหม่,Chiang Mai ,ภาคเหนือ,north,no_tourist_all,411040.0
2021-03-01,1,3,2021,เชียงใหม่,Chiang Mai ,ภาคเหนือ,north,no_tourist_all,386284.0
2022-03-01,1,3,2022,เชียงราย,Chiang Rai ,ภาคเหนือ,north,no_tourist_all,369703.0
2022-03-01,1,3,2022,เชียงใหม่,Chiang Mai ,ภาคเหนือ,north,no_tourist_all,651716.0
2019-04-01,1,4,2019,เชียงราย,Chiang Rai ,ภาคเหนือ,north,no_tourist_all,273208.0
2019-04-01,1,4,2019,เชียงใหม่,Chiang Mai ,ภาคเหนือ,north,no_tourist_all,763214.0
2019-04-01,1,4,2019,พิษณุโลก,Phitsanulok ,ภาคเหนือ,north,no_tourist_all,289284.0
2021-04-01,1,4,2021,เชียงใหม่,Chiang Mai ,ภาคเหนือ,north,no_tourist_all,396241.0
2022-04-01,1,4,2022,เชียงราย,Chiang Rai ,ภาคเหนือ,north,no_tourist_all,371873.0
2022-04-01,1,4,2022,เชียงใหม่,Chiang Mai ,ภาคเหนือ,north,no_tourist_all,699044.0
2019-05-01,1,5,2019,เชียงราย,Chiang Rai ,ภาคเหนือ,north,no_tourist_all,272121.0
2019-05-01,1,5,2019,เชียงใหม่,Chiang Mai ,ภาคเหนือ,north,no_tourist_all,759952.0
2022-05-01,1,5,2022,เชียงราย,Chiang Rai ,ภาคเหนือ,north,no_tourist_all,346587.0
2022-05-01,1,5,2022,เชียงใหม่,Chiang Mai ,ภาคเหนือ,north,no_tourist_all,598024.0
2019-06-01,1,6,2019,เชียงใหม่,Chiang Mai ,ภาคเหนือ,north,no_tourist_all,753272.0
2022-06-01,1,6,2022,เชียงราย,Chiang Rai ,ภาคเหนือ,north,no_tourist_all,351356.0
2022-06-01,1,6,2022,เชียงใหม่,Chiang Mai ,ภาคเหนือ,north,no_tourist_all,582417.0
2019-07-01,1,7,2019,เชียงใหม่,Chiang Mai ,ภาคเหนือ,north,no_tourist_all,714171.0
2020-07-01,1,7,2020,เชียงใหม่,Chiang Mai ,ภาคเหนือ,north,no_tourist_all,403825.0
2022-07-01,1,7,2022,เชียงราย,Chiang Rai ,ภาคเหนือ,north,no_tourist_all,381708.0
2022-07-01,1,7,2022,เชียงใหม่,Chiang Mai ,ภาคเหนือ,north,no_tourist_all,623658.0
2019-08-01,1,8,2019,เชียงใหม่,Chiang Mai ,ภาคเหนือ,north,no_tourist_all,653758.0
2020-08-01,1,8,2020,เชียงใหม่,Chiang Mai ,ภาคเหนือ,north,no_tourist_all,375966.0
2022-08-01,1,8,2022,เชียงราย,Chiang Rai ,ภาคเหนือ,north,no_tourist_all,375288.0
